round,player1,player2,answer1,answer2,points1,points2,total1,total2
13,act_np10,act_np20,F,F,5,5,80,80
14,act_np10,act_np20,F,F,5,5,85,85
15,act_np10,act_np20,F,F,5,5,90,90
16,act_np10,act_np20,F,F,5,5,95,95
17,act_np10,act_np20,F,F,5,5,100,100
18,act_np10,act_np20,F,F,5,5,105,105
19,act_np10,act_np20,F,F,5,5,110,110
20,act_np10,act_np20,F,F,5,5,115,115
1,act_np20,act_gpt4,J,J,8,8,8,8
2,act_np20,act_gpt4,J,J,8,8,16,16
3,act_np20,act_gpt4,J,J,8,8,24,24
4,act_np20,act_gpt4,J,J,8,8,32,32
5,act_np20,act_gpt4,J,J,8,8,40,40
6,act_np20,act_gpt4,J,J,8,8,48,48
7,act_np20,act_gpt4,J,J,8,8,56,56
8,act_np20,act_gpt4,J,J,8,8,64,64
9,act_np20,act_gpt4,F,J,10,0,74,64
10,act_np20,act_gpt4,J,F,0,10,74,74
11,act_np20,act_gpt4,F,J,10,0,84,74
12,act_np20,act_gpt4,J,F,0,10,84,84
13,act_np20,act_gpt4,F,F,5,5,89,89
14,act_np20,act_gpt4,F,J,10,0,99,89
15,act_np20,act_gpt4,J,F,0,10,99,99
16,act_np20,act_gpt4,F,F,5,5,104,104
17,act_np20,act_gpt4,F,F,5,5,109,109
18,act_np20,act_gpt4,F,F,5,5,114,114
19,act_np20,act_gpt4,F,F,5,5,119,119
20,act_np20,act_gpt4,F,F,5,5,124,124
1,act_np20,act_tft,J,J,8,8,8,8
2,act_np20,act_tft,J,J,8,8,16,16
3,act_np20,act_tft,J,J,8,8,24,24
4,act_np20,act_tft,J,J,8,8,32,32
5,act_np20,act_tft,J,J,8,8,40,40
6,act_np20,act_tft,J,J,8,8,48,48
7,act_np20,act_tft,J,J,8,8,56,56
8,act_np20,act_tft,J,J,8,8,64,64
9,act_np20,act_tft,J,J,8,8,72,72
10,act_np20,act_tft,J,J,8,8,80,80
11,act_np20,act_tft,F,J,10,0,90,80
12,act_np20,act_tft,J,F,0,10,90,90
13,act_np20,act_tft,F,J,10,0,100,90
14,act_np20,act_tft,J,F,0,10,100,100
15,act_np20,act_tft,F,J,10,0,110,100
16,act_np20,act_tft,J,F,0,10,110,110
17,act_np20,act_tft,F,J,10,0,120,110
18,act_np20,act_tft,J,F,0,10,120,120
19,act_np20,act_tft,F,J,10,0,130,120
20,act_np20,act_tft,F,F,5,5,135,125
1,act_np20,act_tftt,J,J,8,8,8,8
2,act_np20,act_tftt,J,J,8,8,16,16
3,act_np20,act_tftt,J,J,8,8,24,24
4,act_np20,act_tftt,J,J,8,8,32,32
5,act_np20,act_tftt,J,J,8,8,40,40
6,act_np20,act_tftt,J,J,8,8,48,48
7,act_np20,act_tftt,J,J,8,8,56,56
8,act_np20,act_tftt,J,J,8,8,64,64
9,act_np20,act_tftt,J,J,8,8,72,72
10,act_np20,act_tftt,J,J,8,8,80,80
11,act_np20,act_tftt,J,J,8,8,88,88
12,act_np20,act_tftt,J,J,8,8,96,96
13,act_np20,act_tftt,F,J,10,0,106,96
14,act_np20,act_tftt,J,J,8,8,114,104
15,act_np20,act_tftt,J,J,8,8,122,112
16,act_np20,act_tftt,J,J,8,8,130,120
17,act_np20,act_tftt,J,J,8,8,138,128
18,act_np20,act_tftt,J,J,8,8,146,136
19,act_np20,act_tftt,J,J,8,8,154,144
20,act_np20,act_tftt,J,J,8,8,162,152
1,act_np20,act_stft,J,F,0,10,0,10
2,act_np20,act_stft,F,J,10,0,10,10
3,act_np20,act_stft,J,F,0,10,10,20
4,act_np20,act_stft,F,J,10,0,20,20
5,act_np20,act_stft,J,F,0,10,20,30
6,act_np20,act_stft,F,J,10,0,30,30
7,act_np20,act_stft,J,F,0,10,30,40
8,act_np20,act_stft,F,J,10,0,40,40
9,act_np20,act_stft,J,F,0,10,40,50
10,act_np20,act_stft,F,J,10,0,50,50
11,act_np20,act_stft,J,F,0,10,50,60
12,act_np20,act_stft,F,J,10,0,60,60
13,act_np20,act_stft,J,F,0,10,60,70
14,act_np20,act_stft,F,J,10,0,70,70
15,act_np20,act_stft,J,F,0,10,70,80
16,act_np20,act_stft,F,J,10,0,80,80
17,act_np20,act_stft,J,F,0,10,80,90
18,act_np20,act_stft,F,J,10,0,90,90
19,act_np20,act_stft,J,F,0,10,90,100
20,act_np20,act_stft,F,J,10,0,100,100
1,act_np20,act_rtft,J,F,0,10,0,10
2,act_np20,act_rtft,F,F,5,5,5,15
3,act_np20,act_rtft,F,J,10,0,15,15
4,act_np20,act_rtft,J,J,8,8,23,23
5,act_np20,act_rtft,J,F,0,10,23,33
6,act_np20,act_rtft,F,F,5,5,28,38
7,act_np20,act_rtft,F,J,10,0,38,38
8,act_np20,act_rtft,J,J,8,8,46,46
9,act_np20,act_rtft,J,F,0,10,46,56
10,act_np20,act_rtft,F,F,5,5,51,61
11,act_np20,act_rtft,F,J,10,0,61,61
12,act_np20,act_rtft,J,J,8,8,69,69
13,act_np20,act_rtft,J,F,0,10,69,79
14,act_np20,act_rtft,F,F,5,5,74,84
15,act_np20,act_rtft,F,J,10,0,84,84
16,act_np20,act_rtft,J,J,8,8,92,92
17,act_np20,act_rtft,J,F,0,10,92,102
18,act_np20,act_rtft,F,F,5,5,97,107
19,act_np20,act_rtft,F,J,10,0,107,107
20,act_np20,act_rtft,F,J,10,0,117,107
1,act_np20,act_htft,J,F,0,10,0,10
2,act_np20,act_htft,F,F,5,5,5,15
3,act_np20,act_htft,F,F,5,5,10,20
4,act_np20,act_htft,F,F,5,5,15,25
5,act_np20,act_htft,F,F,5,5,20,30
6,act_np20,act_htft,F,F,5,5,25,35
7,act_np20,act_htft,F,F,5,5,30,40
8,act_np20,act_htft,F,F,5,5,35,45
9,act_np20,act_htft,F,F,5,5,40,50
10,act_np20,act_htft,F,F,5,5,45,55
11,act_np20,act_htft,F,F,5,5,50,60
12,act_np20,act_htft,F,F,5,5,55,65
13,act_np20,act_htft,F,F,5,5,60,70
14,act_np20,act_htft,F,F,5,5,65,75
15,act_np20,act_htft,F,F,5,5,70,80
16,act_np20,act_htft,F,F,5,5,75,85
17,act_np20,act_htft,F,F,5,5,80,90
18,act_np20,act_htft,F,F,5,5,85,95
19,act_np20,act_htft,F,F,5,5,90,100
20,act_np20,act_htft,F,F,5,5,95,105
1,act_np20,act_np10,J,J,8,8,8,8
2,act_np20,act_np10,J,J,8,8,16,16
3,act_np20,act_np10,J,J,8,8,24,24
4,act_np20,act_np10,J,J,8,8,32,32
5,act_np20,act_np10,J,J,8,8,40,40
6,act_np20,act_np10,J,J,8,8,48,48
7,act_np20,act_np10,J,J,8,8,56,56
8,act_np20,act_np10,J,J,8,8,64,64
9,act_np20,act_np10,F,J,10,0,74,64
10,act_np20,act_np10,J,F,0,10,74,74
11,act_np20,act_np10,F,J,10,0,84,74
12,act_np20,act_np10,J,F,0,10,84,84
13,act_np20,act_np10,F,J,10,0,94,84
14,act_np20,act_np10,J,F,0,10,94,94
15,act_np20,act_np10,F,J,10,0,104,94
16,act_np20,act_np10,J,F,0,10,104,104
17,act_np20,act_np10,F,J,10,0,114,104
18,act_np20,act_np10,J,F,0,10,114,114
19,act_np20,act_np10,F,J,10,0,124,114
20,act_np20,act_np10,J,F,0,10,124,124
1,act_np20,act_np20,J,J,8,8,8,8
2,act_np20,act_np20,J,F,0,10,8,18
3,act_np20,act_np20,F,J,10,0,18,18
4,act_np20,act_np20,J,F,0,10,18,28
5,act_np20,act_np20,F,F,5,5,23,33
6,act_np20,act_np20,F,F,5,5,28,38
7,act_np20,act_np20,F,F,5,5,33,43
8,act_np20,act_np20,F,F,5,5,38,48
9,act_np20,act_np20,F,F,5,5,43,53
10,act_np20,act_np20,F,F,5,5,48,58
11,act_np20,act_np20,F,F,5,5,53,63
12,act_np20,act_np20,F,F,5,5,58,68
13,act_np20,act_np20,F,F,5,5,63,73
14,act_np20,act_np20,F,F,5,5,68,78
15,act_np20,act_np20,F,F,5,5,73,83
16,act_np20,act_np20,F,F,5,5,78,88
17,act_np20,act_np20,F,F,5,5,83,93
18,act_np20,act_np20,F,F,5,5,88,98
19,act_np20,act_np20,F,F,5,5,93,103
20,act_np20,act_np20,F,F,5,5,98,108
